Order;Lot Area;Street;Neighborhood;Bldg Type;House Style;Overall Qual;Overall Cond;Year Built;Year Remod/Add;1st Flr over Lot Area;1st Flr SF;Mo Sold;Yr Sold;Sale Type;Sale Condition;SalePrice
881;9313;Pave;CollgCr;1Fam;2Story;7;5;2004;2004;0,09;864;4;2009;WD ;Normal;190000
882;8487;Pave;CollgCr;1Fam;1Story;7;5;2004;2004;0,18;1500;8;2009;WD ;Normal;190000
883;8633;Pave;CollgCr;1Fam;2Story;6;5;2005;2005;0,09;738;2;2009;WD ;Normal;173500
884;11069;Pave;CollgCr;1Fam;2Story;6;5;2007;2007;0,05;608;7;2009;WD ;Normal;170000
885;8777;Pave;Edwards;1Fam;1Story;4;5;1949;2003;0,13;1126;5;2009;WD ;Normal;108000
886;9937;Pave;Edwards;1Fam;1Story;5;7;1964;1999;0,15;1486;3;2009;WD ;Normal;167000
887;8877;Pave;Edwards;1Fam;1Story;4;6;1938;1958;0,09;816;5;2009;WD ;Normal;100000
888;7301;Pave;Edwards;1Fam;SFoyer;7;5;2003;2003;0,07;495;7;2009;ConLD;Normal;198500
889;7950;Pave;Edwards;1Fam;2Story;6;6;1977;1977;0,09;698;7;2009;WD ;Normal;159500
890;10682;Pave;Edwards;1Fam;1Story;4;6;1960;1971;0,11;1149;7;2009;WD ;Normal;127000
891;7200;Pave;Edwards;1Fam;SLvl;6;6;1976;1976;0,16;1125;10;2009;WD ;Abnorml;125000
892;13286;Pave;Edwards;1Fam;1Story;9;5;2007;2008;0,13;1698;2;2009;WD ;Normal;320000
893;3675;Pave;Edwards;TwnhsE;SFoyer;6;5;2005;2006;0,29;1072;4;2009;WD ;Normal;145500
894;9405;Pave;Edwards;1Fam;1Story;5;9;1947;2008;0,07;698;6;2009;WD ;Normal;118000
895;6410;Pave;Edwards;1Fam;1Story;4;5;1959;1959;0,14;876;3;2009;WD ;Normal;85000
896;11767;Pave;Edwards;1Fam;1Story;5;5;1950;1950;0,12;1368;6;2009;WD ;Normal;120000
897;8405;Pave;Edwards;1Fam;1.5Fin;4;3;1945;1950;0,13;1088;4;2009;WD ;Normal;98000
898;4060;Pave;Edwards;1Fam;1Story;5;8;1922;1950;0,21;864;7;2009;WD ;Normal;99900
899;10206;Pave;Edwards;1Fam;1Story;3;3;1952;1952;0,09;944;7;2009;WD ;Normal;82000
900;10926;Pave;Edwards;Duplex;1Story;5;5;1959;1959;0,15;1678;8;2009;WD ;Normal;119900
901;11767;Pave;Edwards;1Fam;1Story;5;5;1956;1956;0,13;1560;5;2009;WD ;Normal;103500
902;8926;Pave;Edwards;1Fam;1Story;4;3;1956;1956;0,11;960;10;2009;COD;Abnorml;112000
903;12354;Pave;Edwards;1Fam;1.5Fin;6;8;1920;2000;0,06;684;8;2009;ConLI;Normal;110000
904;8212;Pave;Edwards;1Fam;1.5Fin;5;6;1941;1950;0,1;854;9;2009;WD ;Normal;122000
905;10998;Pave;Edwards;1Fam;1.5Fin;5;5;1941;1960;0,09;984;7;2009;WD ;Normal;117000
906;6300;Pave;SWISU;1Fam;1.5Fin;5;4;1938;1950;0,13;832;7;2009;WD ;Abnorml;160000
907;4500;Pave;SWISU;1Fam;1.5Fin;5;5;1932;2000;0,19;848;7;2009;WD ;Abnorml;159434
908;8400;Pave;SWISU;1Fam;1Story;2;5;1920;1950;0,05;438;1;2009;WD ;Normal;60000
909;9900;Pave;SWISU;1Fam;1.5Fin;6;7;1940;1950;0,1;944;7;2009;WD ;Normal;139500
910;15863;Pave;SWISU;1Fam;2.5Fin;7;3;1920;1970;0,11;1687;8;2009;WD ;Normal;197000
911;5707;Pave;SWISU;1Fam;2Story;6;6;1935;1950;0,11;647;3;2009;WD ;Normal;105000
912;7804;Pave;SWISU;1Fam;1.5Fin;4;3;1928;1950;0,17;1328;12;2009;WD ;Normal;135000
913;8574;Pave;Crawfor;1Fam;1Story;6;8;1916;2000;0,14;1232;10;2009;WD ;Normal;147500
914;6171;Pave;SWISU;1Fam;1.5Fin;6;6;1925;1990;0,19;1160;10;2009;WD ;Normal;137450
915;7200;Pave;SWISU;1Fam;2Story;7;9;1936;2007;0,08;575;4;2009;WD ;Normal;155000
916;7558;Pave;Crawfor;1Fam;1.5Fin;6;6;1928;1950;0,16;1172;3;2009;WD ;Normal;177000
917;6292;Pave;SWISU;1Fam;1.5Fin;7;7;1928;1950;0,14;877;8;2009;WD ;Normal;145000
918;7155;Pave;Crawfor;1Fam;2Story;7;8;1918;1990;0,09;628;5;2009;WD ;Normal;137000
919;10918;Pave;Crawfor;1Fam;2Story;7;9;1926;2004;0,12;1276;6;2009;WD ;Normal;234000
920;13680;Pave;Crawfor;1Fam;1.5Fin;5;6;1940;1950;0,06;840;2;2009;WD ;Normal;205000
921;7500;Pave;Crawfor;1Fam;2Story;6;7;1942;1950;0,1;753;11;2009;WD ;Normal;177500
922;9600;Pave;Crawfor;1Fam;1.5Fin;5;7;1940;1950;0,1;976;6;2009;WD ;Normal;160000
923;14680;Pave;Crawfor;1Fam;1Story;5;4;1960;1960;0,09;1273;6;2009;WD ;Normal;155000
924;13360;Pave;Crawfor;1Fam;1Story;5;7;1921;2006;0,07;964;8;2009;WD ;Normal;163500
925;7681;Pave;Crawfor;1Fam;1.5Fin;5;6;1921;1950;0,11;820;7;2009;WD ;Normal;154900
926;8145;Pave;Crawfor;Duplex;2.5Unf;7;6;1940;1950;0,15;1240;7;2009;WD ;Normal;205000
927;9100;Pave;Crawfor;1Fam;1Story;5;6;1954;1954;0,12;1112;10;2009;WD ;Family;144800
928;12000;Pave;Crawfor;1Fam;2Story;7;7;1941;1950;0,07;860;7;2009;WD ;Normal;174500
929;13339;Pave;Crawfor;1Fam;1Story;6;6;1960;1960;0,12;1561;5;2009;WD ;Normal;193000
930;15600;Pave;Crawfor;1Fam;1.5Fin;5;7;1949;2005;0,06;986;10;2009;WD ;Normal;158000
931;14000;Pave;Crawfor;1Fam;1Story;6;8;1950;2004;0,08;1152;8;2009;WD ;Family;158500
932;17500;Pave;Crawfor;1Fam;1Story;6;5;1954;1954;0,11;1906;1;2009;WD ;Normal;224000
933;1733;Pave;Blueste;Twnhs;2Story;6;6;1980;1980;0,3;516;5;2009;WD ;Normal;115000
934;1488;Pave;Blueste;TwnhsE;2Story;6;6;1980;1992;0,38;561;10;2009;WD ;Normal;137000
935;1612;Pave;Blueste;Twnhs;2Story;6;6;1980;1980;0,35;561;7;2009;WD ;Normal;121000
936;1300;Pave;Blueste;TwnhsE;2Story;6;6;1980;1980;0,43;561;5;2009;WD ;Normal;124000
937;13607;Pave;Crawfor;1Fam;SLvl;6;6;1986;1986;0,09;1182;4;2009;WD ;Normal;208000
938;17597;Pave;Crawfor;1Fam;1Story;7;9;1971;2009;0,13;2365;7;2009;WD ;Normal;315000
939;21695;Pave;Crawfor;1Fam;1Story;6;9;1988;2007;0,08;1680;12;2009;WD ;Normal;222000
940;10690;Pave;IDOTRR;1Fam;2Story;5;7;1920;1997;0,06;672;7;2009;WD ;Normal;147000
941;8660;Pave;IDOTRR;1Fam;2Story;5;6;1900;1993;0,11;928;12;2009;WD ;Normal;123000
942;6402;Pave;IDOTRR;1Fam;2Story;5;5;1920;1950;0,09;596;7;2009;WD ;Normal;78000
943;8470;Pave;IDOTRR;1Fam;1.5Fin;3;2;1915;1982;0,12;1013;10;2009;ConLD;Abnorml;85000
944;10200;Pave;IDOTRR;1Fam;1Story;4;6;1925;1950;0,06;572;5;2009;WD ;Normal;75000
945;3843;Pave;Crawfor;TwnhsE;1Story;8;5;2007;2008;0,43;1648;6;2009;New;Partial;230000
946;21780;Grvl;IDOTRR;1Fam;1Story;2;4;1910;1950;0,04;810;3;2009;ConLD;Normal;57625
947;10125;Pave;Mitchel;1Fam;2Story;8;5;2000;2001;0,1;1040;5;2009;WD ;Normal;251000
948;12822;Pave;Mitchel;1Fam;1.5Fin;7;5;2003;2003;0,12;1518;8;2009;WD ;Abnorml;239686
949;12118;Pave;Mitchel;1Fam;1Story;7;5;2004;2005;0,14;1710;4;2009;WD ;Normal;240000
950;12209;Pave;Mitchel;1Fam;2Story;6;5;2001;2002;0,07;804;6;2009;WD ;Normal;215000
951;9750;Pave;Mitchel;1Fam;SFoyer;6;6;1977;1977;0,09;926;4;2009;WD ;Normal;156450
952;9360;Pave;Mitchel;1Fam;SFoyer;6;7;1977;1977;0,14;1287;11;2009;WD ;Normal;173000
953;10125;Pave;Mitchel;Duplex;1.5Fin;5;5;1977;1977;0,13;1302;8;2009;COD;Normal;126000
954;9947;Pave;Mitchel;1Fam;SLvl;7;5;1990;1991;0,12;1217;6;2009;WD ;Normal;173000
955;11070;Pave;Mitchel;1Fam;1Story;5;5;1991;1991;0,14;1595;4;2009;COD;Abnorml;152000
956;14375;Pave;Timber;1Fam;SLvl;6;6;1958;1958;0,09;1344;1;2009;COD;Abnorml;137500
957;215245;Pave;Timber;1Fam;1Story;7;5;1965;1965;0,01;2036;6;2009;WD ;Normal;375000
958;12898;Pave;Timber;1Fam;1Story;9;5;2007;2008;0,13;1620;9;2009;WD ;Normal;315500
959;13159;Pave;Timber;1Fam;2Story;7;5;2009;2009;0,06;846;7;2009;New;Partial;224500
960;13438;Pave;Timber;1Fam;1Story;9;5;2008;2008;0,15;2036;7;2009;WD ;Normal;410000
961;14463;Pave;Timber;1Fam;1Story;9;5;2008;2008;0,11;1641;1;2009;WD ;Normal;316500
962;8925;Pave;Timber;1Fam;1Story;8;5;2007;2007;0,16;1466;7;2009;WD ;Normal;201000
963;11457;Pave;Timber;1Fam;1Story;6;5;1988;1988;0,12;1412;3;2009;WD ;Normal;175000
964;9839;Pave;Timber;1Fam;2Story;6;8;1980;2006;0,14;1375;2;2009;WD ;Normal;204000
965;14419;Pave;Timber;1Fam;SLvl;7;5;1987;1989;0,1;1479;7;2009;WD ;Normal;213500
966;6853;Pave;Timber;1Fam;1Story;8;5;2001;2002;0,19;1296;6;2009;WD ;Normal;220000
967;9157;Pave;Timber;1Fam;2Story;7;5;2003;2003;0,12;1072;2;2009;WD ;Abnorml;170000
968;14601;Pave;Timber;1Fam;1Story;9;5;2006;2006;0,13;1838;3;2009;WD ;Normal;315000
969;12633;Pave;Timber;1Fam;1Story;9;5;2007;2007;0,16;1978;5;2009;WD ;Normal;425000
970;12518;Pave;Mitchel;1Fam;1Story;5;7;1968;1968;0,08;1008;4;2009;WD ;Normal;139500
971;21750;Pave;Mitchel;1Fam;1Story;5;4;1960;2006;0,08;1771;11;2009;WD ;Normal;115000
972;4500;Pave;Mitchel;TwnhsE;1Story;6;5;1998;1998;0,27;1204;6;2009;WD ;Normal;162000
973;4500;Pave;Mitchel;TwnhsE;1Story;6;5;1999;1999;0,27;1224;6;2009;WD ;Normal;165000
974;1596;Pave;MeadowV;Twnhs;SLvl;4;5;1973;1973;0,33;526;11;2009;WD ;Normal;91000
975;9858;Pave;Mitchel;1Fam;1Story;5;6;1968;1968;0,09;874;11;2009;WD ;Normal;130000
976;1526;Pave;MeadowV;Twnhs;SFoyer;4;8;1970;2002;0,41;630;5;2009;WD ;Normal;86000
977;13383;Pave;Mitchel;1Fam;1Story;5;5;1969;2000;0,1;1404;3;2009;WD ;Normal;160000
978;1477;Pave;MeadowV;TwnhsE;SFoyer;4;4;1970;1970;0,43;630;4;2009;WD ;Normal;80000
979;1533;Pave;MeadowV;Twnhs;2Story;4;6;1970;2008;0,52;798;5;2009;WD ;Normal;97000
980;2217;Pave;MeadowV;TwnhsE;2Story;4;4;1970;1970;0,25;546;8;2009;WD ;Normal;88000
981;7689;Pave;Mitchel;1Fam;SFoyer;5;8;1972;1972;0,1;796;7;2009;WD ;Normal;131900
982;7706;Pave;Mitchel;1Fam;SLvl;6;5;1993;1996;0,14;1091;8;2009;WD ;Normal;131250
983;9101;Pave;Mitchel;1Fam;SFoyer;5;6;1978;1978;0,12;1110;7;2009;WD ;Normal;165500
984;8780;Pave;Mitchel;1Fam;1Story;5;5;1985;1985;0,09;833;3;2009;WD ;Normal;112000
985;7669;Pave;Mitchel;1Fam;SFoyer;5;6;1992;1993;0,12;883;6;2009;WD ;Normal;149000
986;14115;Pave;Mitchel;1Fam;1.5Fin;5;5;1993;1995;0,06;796;10;2009;WD ;Normal;143000
987;10429;Pave;Mitchel;1Fam;2Story;5;5;1992;1992;0,06;624;7;2009;WD ;Normal;130000
988;9819;Pave;Mitchel;1Fam;1Story;6;5;1977;1977;0,16;1567;5;2009;WD ;Normal;196000
989;10457;Pave;Mitchel;1Fam;2Story;5;7;1969;1969;0,07;784;4;2009;WD ;Normal;173000
990;11029;Pave;NAmes;1Fam;1Story;6;8;1958;2002;0,13;1414;5;2008;WD ;Normal;176500
991;12925;Pave;NAmes;1Fam;1Story;6;7;1970;1970;0,16;2117;5;2008;WD ;Normal;237500
992;11075;Pave;NAmes;1Fam;2Story;6;5;1969;1969;0,1;1092;6;2008;WD ;Normal;206900
993;8702;Pave;Gilbert;1Fam;2Story;6;5;1997;1998;0,11;926;4;2008;WD ;Normal;187500
994;8139;Pave;Gilbert;1Fam;2Story;6;5;1995;1996;0,08;680;10;2008;WD ;Normal;165000
995;9535;Pave;Gilbert;1Fam;2Story;6;5;1998;1998;0,1;926;5;2008;WD ;Normal;195500
996;9042;Pave;Gilbert;1Fam;2Story;6;5;1998;1998;0,1;943;7;2008;WD ;Normal;192000
997;15038;Pave;Gilbert;1Fam;2Story;6;5;1996;1996;0,06;916;11;2008;WD ;Normal;173000
998;14137;Pave;Gilbert;1Fam;1Story;5;5;1996;1997;0,1;1384;11;2008;WD ;Normal;177900
999;21872;Pave;Gilbert;1Fam;2Story;7;5;1996;1997;0,03;729;8;2008;WD ;Normal;175000
1000;4923;Pave;StoneBr;TwnhsE;1Story;8;5;2001;2002;0,32;1593;8;2008;WD ;Normal;286000
1001;6264;Pave;StoneBr;1Fam;1Story;8;5;1997;1997;0,27;1682;7;2008;WD ;Normal;247900
1002;5395;Pave;StoneBr;TwnhsE;1Story;8;5;1993;1993;0,25;1337;10;2008;WD ;Normal;180000
1003;5070;Pave;StoneBr;TwnhsE;1Story;8;5;1992;1992;0,25;1280;8;2008;WD ;Normal;180000
1004;10839;Pave;Gilbert;1Fam;2Story;6;5;1997;1998;0,09;926;7;2008;WD ;Normal;181000
1005;11184;Pave;Gilbert;1Fam;2Story;6;5;1998;1998;0,08;932;4;2008;WD ;Family;183000
1006;8000;Pave;Gilbert;1Fam;2Story;6;5;1995;1996;0,1;773;6;2008;WD ;Normal;188000
1007;10832;Pave;Gilbert;1Fam;2Story;7;5;1994;1996;0,1;1086;10;2008;WD ;Normal;194500
1008;14067;Pave;Gilbert;1Fam;2Story;6;5;1991;1991;0,06;851;9;2008;WD ;Normal;185000
1009;4671;Pave;StoneBr;TwnhsE;1Story;8;5;1988;1989;0,26;1228;10;2008;WD ;Normal;189000
1010;5950;Pave;StoneBr;TwnhsE;1Story;8;5;1989;1989;0,22;1337;4;2008;WD ;Normal;188500
1011;13543;Pave;StoneBr;1Fam;2Story;8;5;2005;2005;0,09;1168;7;2008;WD ;Normal;355000
1012;11198;Pave;StoneBr;1Fam;2Story;9;5;2005;2007;0,1;1134;6;2008;WD ;Normal;325000
1013;15401;Pave;StoneBr;1Fam;1Story;9;5;2004;2004;0,12;1884;9;2008;WD ;Normal;387000
1014;31220;Pave;Gilbert;1Fam;1Story;6;2;1952;1952;0,05;1474;5;2008;WD ;Normal;115000
1015;8118;Pave;StoneBr;TwnhsE;1Story;9;5;2007;2007;0,21;1710;7;2008;WD ;Normal;334000
1016;47280;Pave;Gilbert;1Fam;1Story;6;5;1950;1950;0,03;1488;7;2008;WD ;Family;133000
1017;20544;Pave;NWAmes;1Fam;2Story;7;6;1986;1991;0,06;1236;11;2008;WD ;Normal;215000
1018;12680;Pave;NWAmes;1Fam;1Story;7;6;1988;1988;0,13;1688;6;2008;WD ;Normal;226500
1019;12090;Pave;NWAmes;1Fam;1Story;6;6;1981;1981;0,12;1422;6;2008;WD ;Normal;175500
1020;10825;Pave;NWAmes;1Fam;1Story;7;7;1983;1983;0,12;1260;7;2008;WD ;Normal;181900
1021;18559;Pave;NWAmes;1Fam;1Story;7;5;1978;1978;0,11;2064;8;2008;WD ;Normal;235000
1022;14450;Pave;NWAmes;1Fam;1Story;7;5;1979;1979;0,12;1782;3;2008;WD ;Normal;220000
1023;12227;Pave;NWAmes;1Fam;2Story;6;7;1977;1995;0,13;1542;7;2008;WD ;Normal;272000
1024;13068;Pave;NWAmes;1Fam;1Story;6;5;1976;1976;0,09;1211;11;2008;WD ;Normal;161000
1025;15611;Pave;NWAmes;1Fam;1Story;5;6;1977;1977;0,07;1126;3;2008;WD ;Abnorml;175000
1026;10400;Pave;NWAmes;1Fam;2Story;7;6;1980;1988;0,12;1277;3;2008;WD ;Normal;185000
1027;9743;Pave;NWAmes;1Fam;2Story;5;6;1969;1969;0,07;720;6;2008;WD ;Normal;146900
1028;12511;Pave;NWAmes;1Fam;2Story;7;7;1978;1978;0,11;1420;12;2008;WD ;Normal;292500
1029;11361;Pave;NWAmes;1Fam;1Story;6;5;1976;1976;0,13;1523;5;2008;COD;Abnorml;180000
1030;10400;Pave;NWAmes;1Fam;1Story;6;5;1976;1976;0,14;1444;4;2008;WD ;Normal;159900
1031;10480;Pave;NWAmes;1Fam;2Story;7;6;1976;1976;0,1;1098;9;2008;WD ;Normal;205000
1032;10000;Pave;NWAmes;1Fam;1Story;5;6;1973;2000;0,12;1178;11;2008;WD ;Normal;157000
1033;14311;Pave;NWAmes;1Fam;2Story;8;5;1996;1996;0,09;1236;6;2008;WD ;Normal;306000
1034;9000;Pave;NAmes;Duplex;2Story;5;5;1974;1974;0,1;896;6;2008;WD ;Normal;133000
1035;9750;Pave;NAmes;1Fam;1Story;6;8;1969;1969;0,11;1054;7;2008;WD ;Normal;151000
1036;10295;Pave;NAmes;1Fam;1Story;4;6;1969;1969;0,09;936;9;2008;COD;Normal;111900
1037;7560;Pave;NAmes;1Fam;1Story;5;5;1971;1971;0,11;864;5;2008;WD ;Normal;123000
1038;12735;Pave;NAmes;1Fam;1Story;4;5;1972;1972;0,07;864;4;2008;COD;Normal;111250
1039;4060;Pave;NAmes;TwnhsE;1Story;6;5;1998;1999;0,33;1337;8;2008;COD;Abnorml;181000
1040;1680;Pave;BrDale;Twnhs;2Story;6;5;1973;1973;0,29;483;2;2008;WD ;Normal;103400
1041;1680;Pave;BrDale;Twnhs;2Story;6;5;1973;1973;0,29;483;11;2008;WD ;Normal;100000
1042;1890;Pave;BrDale;Twnhs;2Story;6;6;1972;1972;0,26;483;4;2008;WD ;Normal;100500
1043;1869;Pave;BrDale;Twnhs;2Story;6;6;1970;1970;0,26;483;9;2008;WD ;Normal;106000
1044;1680;Pave;BrDale;Twnhs;2Story;6;5;1971;1971;0,29;483;7;2008;COD;Abnorml;85400
1045;1680;Pave;BrDale;TwnhsE;2Story;6;3;1971;1971;0,29;483;8;2008;WD ;Normal;89500
1046;1680;Pave;BrDale;Twnhs;2Story;5;5;1972;1972;0,38;630;12;2008;WD ;Normal;111750
1047;4043;Pave;NPkVill;TwnhsE;1Story;6;6;1977;1977;0,26;1069;10;2008;COD;Abnorml;140000
1048;2308;Pave;NPkVill;TwnhsE;2Story;6;6;1975;1975;0,37;855;5;2008;WD ;Normal;143000
1049;2529;Pave;NPkVill;Twnhs;1Story;7;6;1977;1977;0,42;1055;9;2008;WD ;Normal;148500
1050;9477;Pave;NAmes;1Fam;1Story;5;5;1966;1966;0,09;892;10;2008;WD ;Normal;110000
1051;12444;Pave;NridgHt;1Fam;1Story;8;5;2008;2008;0,16;1932;11;2008;New;Partial;394617
1052;12474;Pave;NridgHt;1Fam;2Story;10;5;2007;2008;0,14;1742;8;2008;New;Partial;426000
1053;14803;Pave;NridgHt;1Fam;1Story;10;5;2007;2008;0,14;2084;6;2008;New;Partial;385000
1054;14948;Pave;NridgHt;1Fam;2Story;9;5;2008;2008;0,1;1476;11;2008;New;Partial;446261
1055;12704;Pave;NridgHt;1Fam;1Story;8;5;2007;2007;0,12;1582;1;2008;New;Partial;317500
1056;13891;Pave;NridgHt;1Fam;1Story;8;5;2007;2008;0,12;1710;1;2008;New;Partial;372402
1057;13693;Pave;NridgHt;1Fam;1Story;8;5;2007;2007;0,18;2464;8;2008;WD ;Normal;417500
1058;14418;Pave;NridgHt;1Fam;1Story;9;5;2007;2007;0,14;1950;5;2008;WD ;Normal;383000
1059;13418;Pave;NridgHt;1Fam;2Story;9;5;2006;2006;0,14;1850;10;2008;WD ;Abnorml;390000
1060;12539;Pave;NridgHt;1Fam;2Story;10;5;2005;2006;0,13;1632;6;2008;WD ;Normal;460000
1061;12151;Pave;NridgHt;1Fam;2Story;9;5;2005;2005;0,12;1414;8;2008;WD ;Normal;379000
1062;8899;Pave;NridgHt;1Fam;2Story;8;5;2007;2007;0,11;948;6;2008;WD ;Normal;250000
1063;10574;Pave;NridgHt;1Fam;2Story;8;5;2004;2004;0,11;1170;7;2008;WD ;Normal;316000
1064;12720;Pave;NridgHt;1Fam;1Story;10;5;2003;2003;0,19;2470;2;2008;WD ;Normal;615000
1065;13688;Pave;NridgHt;1Fam;2Story;9;5;2003;2004;0,11;1572;3;2008;WD ;Normal;412500
1066;10625;Pave;NridgHt;1Fam;2Story;7;5;2003;2004;0,09;1006;8;2008;WD ;Normal;284000
1067;10845;Pave;NridgHt;1Fam;1Story;8;5;2003;2004;0,15;1575;6;2008;WD ;Normal;284000
1068;16900;Pave;NridgHt;1Fam;2Story;8;5;2001;2002;0,09;1515;1;2008;WD ;Normal;421250
1069;16451;Pave;NridgHt;1Fam;2Story;8;5;2003;2003;0,11;1804;7;2008;WD ;Normal;370000
1070;10110;Pave;NridgHt;TwnhsE;1Story;9;5;2008;2008;0,18;1866;11;2008;New;Partial;336860
1071;8769;Pave;NridgHt;TwnhsE;1Story;9;5;2008;2008;0,19;1702;10;2008;New;Partial;367294
1072;12304;Pave;NridgHt;TwnhsE;1Story;7;5;2005;2005;0,11;1367;6;2008;WD ;Normal;192000
1073;12677;Pave;NridgHt;TwnhsE;1Story;8;5;2003;2004;0,12;1518;4;2008;WD ;Normal;274000
1074;8849;Pave;NridgHt;TwnhsE;1Story;9;5;2005;2005;0,19;1684;7;2008;WD ;Normal;266000
1075;8232;Pave;NridgHt;TwnhsE;1Story;9;5;2007;2008;0,22;1800;6;2008;New;Partial;370967
1076;6240;Pave;NridgHt;TwnhsE;1Story;8;5;2006;2007;0,22;1342;6;2008;WD ;Normal;234250
1077;6240;Pave;NridgHt;TwnhsE;1Story;8;5;2006;2007;0,22;1342;2;2008;WD ;Normal;219500
1078;2448;Pave;NridgHt;Twnhs;2Story;7;5;2003;2004;0,31;764;10;2008;WD ;Normal;155000
1079;2448;Pave;NridgHt;Twnhs;2Story;7;5;2003;2004;0,31;764;10;2008;WD ;Normal;154000
1080;8198;Pave;NridgHt;TwnhsE;1Story;7;5;2004;2004;0,17;1358;7;2008;WD ;Normal;207000
1081;3940;Pave;Blmngtn;TwnhsE;1Story;7;5;2003;2003;0,37;1455;8;2008;WD ;Normal;195000
1082;3940;Pave;Blmngtn;TwnhsE;1Story;7;5;2004;2004;0,4;1576;5;2008;WD ;Normal;219990
1083;3182;Pave;Blmngtn;TwnhsE;1Story;7;5;2005;2006;0,47;1504;5;2008;WD ;Normal;191000
1084;3182;Pave;Blmngtn;1Fam;1Story;7;5;2007;2007;0,4;1266;3;2008;WD ;Normal;159895
1085;3710;Pave;Blmngtn;1Fam;1Story;7;5;2007;2008;0,34;1246;3;2008;New;Partial;187687
1086;9024;Pave;Gilbert;1Fam;2Story;6;5;2004;2004;0,09;813;7;2008;WD ;Normal;179000
1087;7415;Pave;Gilbert;1Fam;2Story;6;5;2004;2004;0,12;864;4;2008;WD ;Normal;193000
1088;9587;Pave;Gilbert;1Fam;SLvl;7;5;2005;2005;0,12;1166;7;2008;WD ;Normal;190000
1089;8029;Pave;Gilbert;1Fam;2Story;6;5;2005;2005;0,09;728;7;2008;WD ;Normal;176000
1090;8010;Pave;Gilbert;1Fam;2Story;7;5;2002;2003;0,1;840;7;2008;WD ;Normal;188000
1091;8396;Pave;Gilbert;1Fam;2Story;7;5;2003;2003;0,1;847;5;2008;WD ;Normal;213000
1092;7301;Pave;NridgHt;TwnhsE;1Story;7;6;2007;2008;0,19;1358;11;2008;New;Partial;217300
1093;10261;Pave;Gilbert;1Fam;2Story;6;5;2000;2000;0,09;962;5;2008;WD ;Normal;186500
1094;8220;Pave;Gilbert;1Fam;2Story;7;5;2000;2001;0,12;1008;7;2008;WD ;Normal;226750
1095;15384;Pave;Gilbert;1Fam;2Story;7;5;2004;2005;0,05;788;2;2008;WD ;Normal;184000
1096;7750;Pave;Gilbert;1Fam;2Story;7;5;2002;2002;0,09;707;4;2008;WD ;Normal;176000
1097;12460;Pave;Gilbert;1Fam;2Story;7;5;1999;2000;0,08;1037;5;2008;WD ;Normal;225000
1098;8390;Pave;Gilbert;1Fam;2Story;7;5;1999;1999;0,1;873;5;2008;WD ;Normal;185900
1099;9660;Pave;NoRidge;1Fam;2.5Unf;8;5;1997;1997;0,12;1182;9;2008;WD ;Normal;284500
1100;9200;Pave;NoRidge;1Fam;2Story;8;5;1998;1998;0,16;1470;6;2008;WD ;Normal;315000
1101;14260;Pave;NoRidge;1Fam;2Story;8;5;2000;2000;0,08;1145;12;2008;WD ;Normal;250000
1102;11000;Pave;NoRidge;1Fam;2Story;9;5;2000;2000;0,14;1533;6;2008;WD ;Normal;291000
1103;11675;Pave;NoRidge;1Fam;1Story;8;5;1998;1998;0,17;2006;7;2008;WD ;Normal;350000
1104;10990;Pave;NoRidge;1Fam;2Story;7;5;1996;1997;0,1;1064;6;2008;WD ;Normal;279500
1105;11929;Pave;NoRidge;1Fam;2Story;8;7;1995;1995;0,1;1251;6;2008;WD ;Normal;290000
1106;10437;Pave;NoRidge;1Fam;1Story;8;6;1995;1995;0,2;2113;8;2008;WD ;Normal;350000
1107;10542;Pave;NoRidge;1Fam;2Story;7;5;1993;1994;0,13;1325;8;2008;WD ;Normal;341000
1108;10010;Pave;NoRidge;1Fam;2Story;7;5;1993;1994;0,11;1108;7;2008;WD ;Normal;287500
1109;10944;Pave;NoRidge;1Fam;2Story;7;5;1994;1994;0,11;1223;8;2008;WD ;Normal;271000
1110;14303;Pave;NoRidge;1Fam;1Story;8;5;1994;1994;0,14;1987;8;2008;WD ;Normal;301500
1111;11932;Pave;Somerst;1Fam;1Story;8;5;2007;2008;0,13;1580;6;2008;ConLD;Partial;235128
1112;14598;Pave;Somerst;1Fam;2Story;6;5;2007;2007;0,06;894;1;2008;WD ;Normal;214000
1113;11957;Pave;Somerst;1Fam;1Story;8;5;2006;2006;0,13;1574;7;2008;WD ;Normal;232000
1114;13253;Pave;Somerst;1Fam;1Story;7;5;2006;2006;0,12;1578;5;2008;WD ;Normal;240000
1115;14587;Pave;Somerst;1Fam;1Story;9;5;2008;2008;0,1;1506;8;2008;New;Partial;264132
1116;10206;Pave;Somerst;1Fam;1Story;8;5;2007;2007;0,15;1563;10;2008;WD ;Normal;245000
1117;12274;Pave;Somerst;1Fam;1Story;7;5;2008;2008;0,12;1428;7;2008;New;Partial;227680
1118;9801;Pave;Somerst;1Fam;2Story;8;5;2007;2007;0,14;1341;7;2008;WD ;Normal;257000
1119;9428;Pave;Somerst;1Fam;2Story;8;5;2007;2008;0,1;955;2;2008;New;Partial;297900
1120;10037;Pave;Somerst;1Fam;1Story;8;5;2006;2007;0,15;1460;8;2008;WD ;Normal;247000
1121;8640;Pave;Somerst;1Fam;1Story;8;5;2007;2008;0,16;1372;7;2008;New;Partial;212700
